"value" "ind_mu" "mu" "mu_j"
"1" 8.88152805665585 1 -1.37267696357378 -1.3694938342371
"2" 7.02351969277667 2 0.0932301991663844 0.153017790205057
"3" 4.60544289871788 3 -0.160860375708578 -0.218946932495177
"4" 7.92810139051752 4 -1.24237410466355 -1.23559394073316
"5" 6.41721346011251 5 3.16837766944799 3.13913396832925
"6" 7.8626036311416 6 -1.30101039117315 -1.26379686287618
"7" 7.76966020475042 7 1.18125907106687 1.11044549252982
"8" 6.88778328715332 8 0.386411631714418 0.412547228988073
"9" 7.00725936880748 9 -0.427981236474565 -0.318576665717889
