"value" "ind_mu" "mu" "mu_j"
"1" 8.8907310457062 1 -0.804098932294997 -0.799354602670676
"2" 7.02951392148971 2 0.0252807930180694 0.0796678935453381
"3" 4.6237314420266 3 -0.00697286296632771 -0.135086039234686
"4" 7.93162588118665 4 -0.725768624904318 -0.722047463111714
"5" 6.43282249327703 5 1.748547555613 1.80370287281684
"6" 7.87150564986812 6 -0.758022280888715 -0.73833042780292
"7" 7.78650192278225 7 0.6196695961591 0.632439035212147
"8" 6.90077192818452 8 0.278702375752617 0.229507284889345
"9" 7.01760202779604 9 -0.145202817185172 -0.19260729253011
